169.140	169.440	 though
169.440	169.800	 the
169.800	170.100	 poor
170.100	170.580	 beast
170.580	171.180	 did,
171.180	172.380	 what
172.380	172.980	 he
172.980	173.160	 was
173.160	173.880	 told,
173.880	175.260	 the,
175.260	175.800	 the
175.800	176.760	 caretaker
176.760	177.240	 often
177.240	177.960	 hit
177.960	178.380	 him
178.380	178.980	 for
178.980	179.280	 no
179.280	180.540	 reason,
180.540	180.660	 just
180.660	181.020	 because
181.020	181.860	 he
181.860	182.400	 was.
183.000	183.540	 In
183.540	184.380	 a
184.380	184.680	 bad
184.680	185.160	 mood.
185.220	187.320	 One
187.320	187.620	 day
187.620	188.220	 when
188.220	188.400	 the
188.400	189.900	 caretaker
189.900	190.320	 was
190.320	190.980	 sleep,
190.980	192.060	 a
192.060	192.540	 tiger
192.540	192.840	 broke
192.840	193.860	 kind
193.860	194.280	 of
194.280	194.640	 its
194.640	195.180	 chain
195.180	195.660	 and
195.660	196.260	 flew
196.260	196.800	 at
196.800	197.280	 him,
197.280	198.300	 wanting
198.300	198.600	 to
198.600	198.900	 eat
198.900	199.260	 him
199.260	199.800	 up.
199.860	200.520	 Prince
200.520	201.480	 Darling,
201.480	201.600	 who
201.600	202.080	 was,
202.080	203.640	 What
203.640	204.120	 was
204.120	204.420	 going
204.420	206.520	 on?
206.580	208.560	 Who,
208.560	208.740	 so
208.740	209.400	 what's,
209.400	209.700	 what's
209.700	209.820	 going
209.820	210.060	 on
210.060	211.380	 at,
211.380	213.060	 1st
213.060	213.900	 felt
213.900	215.160	 quite,
215.160	215.520	 quite
215.520	216.540	 pleased
216.540	217.260	 to
217.260	217.800	 think
217.800	219.000	 that
219.000	219.480	 the
219.480	219.900	 main
219.900	221.100	 caretaker
221.100	222.180	 deserved
222.180	223.020	 this,
223.020	224.160	 but,
224.160	225.300	 um,
225.300	228.720	 Reflection.
228.780	229.620	 He
229.620	229.980	 changed
229.980	230.580	 his
230.580	230.940	 mind.
249.060	252.300	 Just
252.300	252.780	 a
252.780	253.620	 wicked,
253.620	254.580	 otherwise,
254.580	255.540	 prick,
255.540	256.260	 cross.
256.320	258.180	 Habit,
258.180	259.500	 companion,
259.500	260.580	 please,
260.580	264.060	 please,
264.060	265.140	 name.
271.200	273.600	 Tutor,
273.600	275.460	 greatness,
275.460	277.200	 ungratefully,
277.200	278.100	 picked.
278.220	280.320	 Thrown
280.320	280.620	 and
280.620	281.340	 recording.
281.400	284.520	 Star,
284.520	285.180	 brook,
285.180	287.700	 star...
287.820	288.720	 Hermit.
